client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
4624,33,admin.,divorced,high.school,no,no,may,17,277,1,0,nonexistent,93.994,4.856,no
4625,48,admin.,divorced,high.school,no,no,may,24,315,1,0,nonexistent,93.994,4.856,no
4626,28,blue-collar,married,basic.6y,unknown,yes,may,9,289,1,0,nonexistent,93.994,4.858,no
4627,39,unemployed,married,university.degree,no,no,may,19,225,1,0,nonexistent,93.994,4.858,no
4628,42,admin.,single,basic.9y,unknown,no,may,6,408,1,0,nonexistent,93.994,4.858,no
4629,60,housemaid,married,high.school,unknown,yes,may,28,74,1,0,nonexistent,93.994,4.858,no
4630,35,technician,married,basic.9y,no,no,may,24,24,1,0,nonexistent,93.994,4.858,no
4631,45,admin.,married,university.degree,no,yes,may,15,369,1,0,nonexistent,93.994,4.858,no
4632,36,blue-collar,married,basic.6y,no,yes,may,13,167,1,0,nonexistent,93.994,4.858,no
4633,33,unemployed,married,basic.9y,no,yes,may,26,64,3,0,nonexistent,93.994,4.858,no
4634,54,management,divorced,basic.6y,unknown,yes,may,18,151,1,0,nonexistent,93.994,4.858,no
4635,49,housemaid,married,basic.4y,unknown,no,may,28,801,1,0,nonexistent,93.994,4.858,yes
4636,46,housemaid,married,basic.4y,no,no,may,15,336,1,0,nonexistent,93.994,4.858,no
4637,32,management,single,university.degree,no,no,may,20,59,1,0,nonexistent,93.994,4.858,no
4638,42,blue-collar,divorced,basic.4y,no,no,may,1,93,1,0,nonexistent,93.994,4.858,no
4639,37,blue-collar,married,basic.6y,no,no,may,23,181,1,0,nonexistent,93.994,4.858,no
4640,35,technician,married,university.degree,no,no,may,19,86,6,0,nonexistent,93.994,4.858,no
4641,47,blue-collar,married,basic.6y,no,no,may,5,317,1,0,nonexistent,93.994,4.858,no
4642,33,technician,married,professional.course,no,yes,may,19,120,1,0,nonexistent,93.994,4.858,no
4643,38,blue-collar,married,basic.9y,no,yes,may,11,388,1,0,nonexistent,93.994,4.858,no
4644,39,housemaid,married,university.degree,no,no,may,22,174,1,0,nonexistent,93.994,4.858,no
4645,55,admin.,married,high.school,no,yes,may,16,72,1,0,nonexistent,93.994,4.858,no
4646,35,services,married,high.school,no,yes,may,22,126,1,0,nonexistent,93.994,4.858,no
4647,55,admin.,married,high.school,no,yes,may,12,339,1,0,nonexistent,93.994,4.858,no
4648,33,blue-collar,married,basic.6y,unknown,no,may,8,171,5,0,nonexistent,93.994,4.858,no
4649,32,blue-collar,married,basic.9y,unknown,yes,may,4,162,1,0,nonexistent,93.994,4.858,no
4650,32,blue-collar,married,basic.9y,no,yes,may,8,18,28,0,nonexistent,93.994,4.858,no
4651,32,blue-collar,divorced,basic.9y,no,no,may,29,129,1,0,nonexistent,93.994,4.858,no
4652,42,admin.,single,university.degree,no,yes,may,5,938,1,0,nonexistent,93.994,4.858,yes
4653,38,blue-collar,married,high.school,unknown,yes,may,8,173,1,0,nonexistent,93.994,4.858,no
4654,56,self-employed,married,basic.4y,no,no,may,31,222,1,0,nonexistent,93.994,4.858,no
4655,55,admin.,married,high.school,no,yes,may,31,692,1,0,nonexistent,93.994,4.858,no
4656,33,technician,married,professional.course,no,yes,may,11,262,2,0,nonexistent,93.994,4.858,no
4657,45,admin.,single,high.school,unknown,yes,may,25,78,1,0,nonexistent,93.994,4.858,no
4658,58,management,married,university.degree,unknown,no,may,22,134,5,0,nonexistent,93.994,4.858,no
4659,46,self-employed,married,university.degree,no,yes,may,5,323,1,0,nonexistent,93.994,4.858,no
4660,33,management,married,university.degree,no,yes,may,5,43,1,0,nonexistent,93.994,4.858,no
4661,50,self-employed,married,basic.4y,unknown,no,may,21,245,1,0,nonexistent,93.994,4.858,no
4662,56,blue-collar,married,basic.4y,unknown,no,may,3,482,1,0,nonexistent,93.994,4.858,no
4663,33,blue-collar,married,basic.4y,unknown,yes,may,8,207,2,0,nonexistent,93.994,4.858,no
4664,26,admin.,married,university.degree,no,yes,may,16,56,1,0,nonexistent,93.994,4.858,no
4665,49,housemaid,single,high.school,unknown,yes,may,4,85,2,0,nonexistent,93.994,4.858,no
4666,36,services,married,high.school,no,yes,may,17,201,1,0,nonexistent,93.994,4.858,no
4667,52,self-employed,single,university.degree,unknown,no,may,5,353,1,0,nonexistent,93.994,4.858,no
4668,49,blue-collar,married,basic.9y,unknown,no,may,30,554,3,0,nonexistent,93.994,4.858,no
4669,49,blue-collar,married,basic.4y,unknown,no,may,29,432,1,0,nonexistent,93.994,4.858,no
4670,28,admin.,single,high.school,no,no,may,14,27,2,0,nonexistent,93.994,4.858,no
4671,36,services,married,high.school,no,no,may,15,361,1,0,nonexistent,93.994,4.858,no
4672,45,admin.,single,professional.course,no,yes,may,12,565,1,0,nonexistent,93.994,4.858,yes
4673,41,technician,married,university.degree,no,no,may,18,162,1,0,nonexistent,93.994,4.858,no
4674,49,admin.,married,high.school,unknown,no,may,24,139,1,0,nonexistent,93.994,4.858,no
4675,31,services,married,professional.course,no,no,may,29,287,3,0,nonexistent,93.994,4.858,no
4676,32,technician,married,professional.course,no,no,may,19,147,1,0,nonexistent,93.994,4.858,no
4677,59,retired,married,professional.course,unknown,no,may,12,905,1,0,nonexistent,93.994,4.858,yes
4678,25,services,divorced,high.school,no,yes,may,19,118,1,0,nonexistent,93.994,4.858,no
4679,22,services,single,basic.4y,no,no,may,2,91,1,0,nonexistent,93.994,4.858,no
4680,43,blue-collar,married,basic.9y,no,no,may,27,111,5,0,nonexistent,93.994,4.858,no
4681,35,blue-collar,married,basic.9y,no,yes,may,3,162,1,0,nonexistent,93.994,4.858,no
4682,60,entrepreneur,married,basic.4y,no,yes,may,3,236,1,0,nonexistent,93.994,4.858,no
4683,40,admin.,married,university.degree,no,no,may,24,73,1,0,nonexistent,93.994,4.858,no
4684,37,unemployed,married,professional.course,no,yes,may,26,123,1,0,nonexistent,93.994,4.858,no
4685,37,technician,married,university.degree,no,yes,may,13,298,2,0,nonexistent,93.994,4.858,no
4686,36,technician,single,university.degree,no,no,may,8,86,1,0,nonexistent,93.994,4.858,no
4687,35,blue-collar,married,basic.9y,no,yes,may,1,420,1,0,nonexistent,93.994,4.858,no
4688,43,entrepreneur,married,basic.9y,no,yes,may,3,139,2,0,nonexistent,93.994,4.858,no
4689,39,housemaid,married,basic.9y,no,yes,may,28,164,1,0,nonexistent,93.994,4.858,no
4690,56,blue-collar,married,unknown,unknown,yes,may,29,508,1,0,nonexistent,93.994,4.858,no
4691,37,services,single,high.school,no,no,may,24,139,1,0,nonexistent,93.994,4.858,no
4692,38,blue-collar,married,professional.course,no,no,may,29,192,1,0,nonexistent,93.994,4.858,no
4693,37,technician,single,university.degree,no,no,may,3,226,1,0,nonexistent,93.994,4.858,no
4694,54,blue-collar,married,basic.9y,unknown,no,may,28,783,2,0,nonexistent,93.994,4.858,yes
4695,53,retired,married,high.school,unknown,no,may,11,264,2,0,nonexistent,93.994,4.858,no
4696,38,services,married,basic.9y,no,no,may,23,166,1,0,nonexistent,93.994,4.858,no
4697,47,technician,single,professional.course,unknown,no,may,4,27,1,0,nonexistent,93.994,4.858,no
4698,33,management,married,high.school,unknown,no,may,24,353,1,0,nonexistent,93.994,4.858,no
4699,39,blue-collar,married,basic.4y,unknown,yes,may,26,85,1,0,nonexistent,93.994,4.858,no
4700,36,technician,single,professional.course,unknown,no,may,31,1106,1,0,nonexistent,93.994,4.858,no
4701,35,blue-collar,married,basic.9y,no,no,may,11,419,1,0,nonexistent,93.994,4.858,no
4702,40,admin.,married,university.degree,unknown,yes,may,1,603,5,0,nonexistent,93.994,4.858,no
4703,55,admin.,single,university.degree,unknown,yes,may,28,415,1,0,nonexistent,93.994,4.858,no
4704,37,blue-collar,married,basic.4y,no,yes,may,10,179,1,0,nonexistent,93.994,4.858,no
4705,53,blue-collar,married,basic.9y,unknown,no,may,13,872,5,0,nonexistent,93.994,4.858,no
4706,36,admin.,married,high.school,no,unknown,may,11,52,1,0,nonexistent,93.994,4.858,no
4707,32,blue-collar,married,basic.9y,no,no,may,21,490,1,0,nonexistent,93.994,4.858,no
4708,42,admin.,married,high.school,no,yes,may,25,63,1,0,nonexistent,93.994,4.858,no
4709,52,management,married,university.degree,no,yes,may,30,27,10,0,nonexistent,93.994,4.858,no
4710,33,services,married,high.school,no,no,may,30,425,1,0,nonexistent,93.994,4.858,no
4711,51,admin.,married,professional.course,unknown,no,may,22,12,11,0,nonexistent,93.994,4.858,no
4712,32,management,single,university.degree,no,yes,may,22,350,1,0,nonexistent,93.994,4.858,no
4713,33,technician,divorced,professional.course,no,yes,may,25,103,1,0,nonexistent,93.994,4.858,no
4714,34,services,married,high.school,no,no,may,15,210,1,0,nonexistent,93.994,4.858,no
4715,34,services,married,high.school,no,no,may,5,261,1,0,nonexistent,93.994,4.858,no
4716,55,admin.,divorced,university.degree,no,yes,may,7,115,2,0,nonexistent,93.994,4.858,no
4717,33,management,married,high.school,unknown,yes,may,12,641,1,0,nonexistent,93.994,4.858,no
4718,34,blue-collar,married,basic.9y,no,yes,may,16,71,1,0,nonexistent,93.994,4.858,no
4719,52,services,married,university.degree,no,yes,may,14,370,1,0,nonexistent,93.994,4.858,no
4720,55,technician,married,basic.9y,unknown,yes,may,5,958,2,0,nonexistent,93.994,4.858,yes
4721,45,blue-collar,married,basic.4y,unknown,yes,may,14,103,2,0,nonexistent,93.994,4.858,no
4722,34,blue-collar,married,basic.9y,unknown,yes,may,20,628,1,0,nonexistent,93.994,4.858,no
4723,53,self-employed,married,university.degree,no,yes,may,21,232,1,0,nonexistent,93.994,4.858,no
4724,43,admin.,married,university.degree,no,no,may,13,68,1,0,nonexistent,93.994,4.858,no
4725,33,management,married,basic.9y,no,yes,may,28,192,1,0,nonexistent,93.994,4.858,no
4726,39,blue-collar,married,basic.9y,no,no,may,16,494,3,0,nonexistent,93.994,4.858,no
4727,29,blue-collar,married,basic.9y,unknown,yes,may,22,166,7,0,nonexistent,93.994,4.858,no
4728,35,self-employed,married,basic.9y,no,yes,may,3,151,2,0,nonexistent,93.994,4.858,no
4729,45,blue-collar,married,basic.4y,no,yes,may,7,204,1,0,nonexistent,93.994,4.858,no
4730,35,blue-collar,married,basic.9y,no,yes,may,7,180,1,0,nonexistent,93.994,4.858,no
4731,37,technician,single,university.degree,no,no,may,2,494,2,0,nonexistent,93.994,4.858,no
4732,38,blue-collar,married,basic.6y,unknown,no,may,23,530,2,0,nonexistent,93.994,4.858,no
4733,35,retired,married,professional.course,no,no,may,18,759,1,0,nonexistent,93.994,4.858,no
4734,36,technician,married,university.degree,no,no,may,4,85,1,0,nonexistent,93.994,4.858,no
4735,30,blue-collar,married,basic.4y,no,no,may,8,445,2,0,nonexistent,93.994,4.858,no
4736,53,entrepreneur,single,basic.9y,no,no,may,6,345,1,0,nonexistent,93.994,4.858,no
4737,30,admin.,single,university.degree,no,no,may,23,819,1,0,nonexistent,93.994,4.858,yes
4738,41,blue-collar,married,basic.4y,unknown,no,may,27,16,1,0,nonexistent,93.994,4.858,no
4739,40,blue-collar,married,basic.9y,unknown,no,may,16,32,1,0,nonexistent,93.994,4.858,no
4740,36,technician,married,university.degree,no,no,may,13,648,1,0,nonexistent,93.994,4.858,no
4741,36,management,married,high.school,no,no,may,3,29,1,0,nonexistent,93.994,4.858,no
4742,44,services,divorced,high.school,unknown,no,may,23,220,1,0,nonexistent,93.994,4.858,no
4743,56,retired,married,high.school,unknown,no,may,24,151,1,0,nonexistent,93.994,4.858,no
4744,38,management,married,university.degree,no,yes,may,19,290,2,0,nonexistent,93.994,4.858,no
4745,35,blue-collar,married,professional.course,no,yes,may,4,634,2,0,nonexistent,93.994,4.858,no
4746,35,management,married,university.degree,no,no,may,25,717,3,0,nonexistent,93.994,4.858,no
4747,28,management,married,high.school,unknown,yes,may,9,249,1,0,nonexistent,93.994,4.858,no
4748,43,housemaid,married,basic.4y,unknown,no,may,11,228,1,0,nonexistent,93.994,4.858,no
4749,30,entrepreneur,married,professional.course,no,no,may,2,122,1,0,nonexistent,93.994,4.858,no
4750,36,student,single,university.degree,unknown,yes,may,12,544,1,0,nonexistent,93.994,4.858,no
4751,40,blue-collar,married,basic.9y,no,yes,may,20,951,2,0,nonexistent,93.994,4.858,no
4752,35,technician,single,university.degree,no,yes,may,10,412,1,0,nonexistent,93.994,4.858,yes
4753,27,admin.,single,basic.9y,no,yes,may,27,264,1,0,nonexistent,93.994,4.858,no
4754,42,technician,divorced,basic.9y,no,no,may,20,211,1,0,nonexistent,93.994,4.858,no
4755,49,blue-collar,married,basic.6y,no,yes,may,9,97,1,0,nonexistent,93.994,4.858,no
4756,38,technician,married,professional.course,no,yes,may,9,192,1,0,nonexistent,93.994,4.858,no
4757,31,admin.,married,high.school,no,yes,may,2,160,1,0,nonexistent,93.994,4.858,no
4758,57,retired,married,basic.4y,no,no,may,8,97,1,0,nonexistent,93.994,4.858,no
4759,29,blue-collar,single,basic.6y,no,no,may,2,244,1,0,nonexistent,93.994,4.858,no
4760,36,management,married,university.degree,no,yes,may,5,578,2,0,nonexistent,93.994,4.858,no
4761,55,retired,divorced,high.school,unknown,yes,may,14,359,1,0,nonexistent,93.994,4.858,no
4762,30,services,single,high.school,no,yes,may,20,190,2,0,nonexistent,93.994,4.858,no
4763,32,blue-collar,married,basic.9y,unknown,no,may,31,111,1,0,nonexistent,93.994,4.858,no
4764,49,blue-collar,married,basic.4y,unknown,yes,may,27,487,5,0,nonexistent,93.994,4.858,no
4765,48,admin.,married,university.degree,no,yes,may,15,396,1,0,nonexistent,93.994,4.858,no
4766,30,blue-collar,single,basic.4y,no,no,may,28,59,8,0,nonexistent,93.994,4.858,no
4767,53,retired,divorced,high.school,no,yes,may,7,111,3,0,nonexistent,93.994,4.858,no
4768,40,housemaid,single,university.degree,no,no,may,12,502,1,0,nonexistent,93.994,4.858,no
4769,31,blue-collar,married,basic.6y,no,no,may,14,795,1,0,nonexistent,93.994,4.858,yes
4770,60,technician,divorced,professional.course,unknown,yes,may,4,202,6,0,nonexistent,93.994,4.858,no
4771,45,blue-collar,married,basic.9y,no,no,may,6,135,1,0,nonexistent,93.994,4.858,no
4772,56,management,married,university.degree,no,yes,may,23,29,1,0,nonexistent,93.994,4.858,no
4773,31,blue-collar,married,basic.4y,no,no,may,1,408,1,0,nonexistent,93.994,4.858,no
4774,56,management,married,university.degree,no,yes,may,30,136,1,0,nonexistent,93.994,4.858,no
4775,60,entrepreneur,married,basic.4y,no,no,may,30,141,2,0,nonexistent,93.994,4.858,no
4776,34,blue-collar,married,basic.9y,no,no,may,6,103,2,0,nonexistent,93.994,4.858,no
4777,56,management,married,university.degree,no,no,may,21,171,1,0,nonexistent,93.994,4.858,no
4778,33,blue-collar,married,basic.6y,unknown,no,may,17,229,2,0,nonexistent,93.994,4.858,no
4779,29,admin.,single,high.school,no,no,may,5,93,1,0,nonexistent,93.994,4.858,no
4780,49,blue-collar,married,basic.4y,unknown,yes,may,27,61,1,0,nonexistent,93.994,4.858,no
4781,53,admin.,married,basic.9y,no,no,may,4,35,1,0,nonexistent,93.994,4.858,no
4782,49,entrepreneur,married,high.school,unknown,no,may,13,7,12,0,nonexistent,93.994,4.858,no
4783,43,blue-collar,single,professional.course,no,no,may,9,51,2,0,nonexistent,93.994,4.858,no
4784,38,blue-collar,single,basic.4y,no,no,may,11,17,7,0,nonexistent,93.994,4.858,no
4785,48,blue-collar,married,basic.4y,no,yes,may,22,504,1,0,nonexistent,93.994,4.858,no
4786,43,admin.,married,high.school,no,no,may,12,726,1,0,nonexistent,93.994,4.858,no
4787,30,blue-collar,married,basic.9y,no,no,may,31,542,1,0,nonexistent,93.994,4.858,no
4788,31,technician,married,professional.course,no,no,may,3,257,2,0,nonexistent,93.994,4.858,no
4789,37,services,married,high.school,unknown,no,may,7,112,1,0,nonexistent,93.994,4.858,no
4790,42,blue-collar,married,basic.4y,unknown,yes,may,9,250,2,0,nonexistent,93.994,4.858,no
4791,59,retired,married,high.school,unknown,no,may,3,294,2,0,nonexistent,93.994,4.858,no
4792,42,admin.,single,unknown,unknown,yes,may,12,303,3,0,nonexistent,93.994,4.858,no
4793,36,admin.,single,professional.course,no,yes,may,23,828,4,0,nonexistent,93.994,4.858,yes
4794,41,blue-collar,divorced,basic.6y,no,yes,may,11,343,1,0,nonexistent,93.994,4.858,no
4795,44,services,married,high.school,no,no,may,23,206,1,0,nonexistent,93.994,4.858,no
4796,40,admin.,married,university.degree,no,yes,may,9,786,2,0,nonexistent,93.994,4.858,no
4797,39,services,married,high.school,no,no,may,17,178,1,0,nonexistent,93.994,4.858,no
4798,40,admin.,divorced,professional.course,no,no,may,13,509,1,0,nonexistent,93.994,4.858,no
4799,33,blue-collar,married,professional.course,no,yes,may,23,161,4,0,nonexistent,93.994,4.858,no
4800,57,services,divorced,high.school,no,yes,may,10,125,3,0,nonexistent,93.994,4.858,no
4801,31,admin.,married,high.school,no,yes,may,23,159,1,0,nonexistent,93.994,4.858,no
4802,57,housemaid,married,basic.4y,no,no,may,19,221,1,0,nonexistent,93.994,4.858,no
4803,48,blue-collar,married,basic.4y,no,yes,may,8,211,1,0,nonexistent,93.994,4.858,no
4804,52,technician,married,high.school,unknown,no,may,28,68,1,0,nonexistent,93.994,4.858,no
4805,37,blue-collar,single,unknown,unknown,no,may,21,293,1,0,nonexistent,93.994,4.858,no
4806,42,technician,married,university.degree,unknown,no,may,23,389,1,0,nonexistent,93.994,4.858,no
4807,33,admin.,single,high.school,no,no,may,6,240,1,0,nonexistent,93.994,4.858,no
4808,36,services,single,high.school,unknown,no,may,20,145,1,0,nonexistent,93.994,4.858,no
4809,57,management,married,basic.9y,unknown,yes,may,25,59,2,0,nonexistent,93.994,4.858,no
4810,51,blue-collar,married,basic.9y,no,yes,may,23,39,2,0,nonexistent,93.994,4.858,no
4811,43,admin.,married,high.school,no,yes,may,25,140,2,0,nonexistent,93.994,4.858,no
4812,55,admin.,single,university.degree,no,yes,may,17,53,3,0,nonexistent,93.994,4.858,no
4813,41,blue-collar,married,basic.9y,unknown,yes,may,11,44,3,0,nonexistent,93.994,4.858,no
4814,27,admin.,single,high.school,unknown,yes,may,30,212,2,0,nonexistent,93.994,4.858,no
4815,37,management,married,university.degree,unknown,no,may,10,57,2,0,nonexistent,93.994,4.858,no
4816,37,blue-collar,married,basic.4y,no,no,may,22,45,13,0,nonexistent,93.994,4.858,no
4817,40,admin.,single,high.school,no,yes,may,28,738,3,0,nonexistent,93.994,4.858,no
4818,28,unknown,single,basic.9y,unknown,yes,may,22,102,3,0,nonexistent,93.994,4.858,no
4819,31,management,married,basic.9y,no,no,may,17,161,2,0,nonexistent,93.994,4.858,no
4820,32,services,married,high.school,no,yes,may,19,383,2,0,nonexistent,93.994,4.858,no
4821,32,services,married,high.school,no,yes,may,5,184,9,0,nonexistent,93.994,4.858,no
4822,35,housemaid,married,high.school,no,no,may,31,122,2,0,nonexistent,93.994,4.858,no
4823,36,technician,divorced,professional.course,no,yes,may,26,137,2,0,nonexistent,93.994,4.858,no
4824,31,admin.,married,high.school,no,no,may,11,189,2,0,nonexistent,93.994,4.858,no
4825,38,blue-collar,married,basic.9y,unknown,yes,may,13,88,2,0,nonexistent,93.994,4.858,no
4826,46,blue-collar,divorced,basic.9y,no,no,may,14,418,2,0,nonexistent,93.994,4.858,no
4827,39,self-employed,married,university.degree,no,no,may,20,17,2,0,nonexistent,93.994,4.858,no
4828,58,management,single,professional.course,no,no,may,31,233,1,0,nonexistent,93.994,4.858,no
4829,44,technician,divorced,professional.course,no,no,may,31,445,1,0,nonexistent,93.994,4.858,no
4830,33,admin.,married,university.degree,no,yes,may,23,623,1,0,nonexistent,93.994,4.858,no
4831,24,services,single,high.school,no,no,may,19,260,1,0,nonexistent,93.994,4.858,no
4832,33,technician,married,professional.course,no,yes,may,31,316,1,0,nonexistent,93.994,4.858,no
4833,44,admin.,married,high.school,no,no,may,6,650,2,0,nonexistent,93.994,4.858,no
4834,30,housemaid,married,high.school,no,yes,may,20,207,1,0,nonexistent,93.994,4.858,no
4835,36,unemployed,single,basic.4y,unknown,yes,may,13,226,1,0,nonexistent,93.994,4.858,no
4836,24,services,single,high.school,no,unknown,may,29,1307,1,0,nonexistent,93.994,4.858,no
4837,32,technician,married,professional.course,no,yes,may,20,104,1,0,nonexistent,93.994,4.858,no
4838,33,admin.,married,high.school,no,no,may,24,143,1,0,nonexistent,93.994,4.858,no
4839,58,management,married,basic.9y,no,yes,may,23,187,5,0,nonexistent,93.994,4.858,no
4840,42,blue-collar,divorced,basic.9y,no,yes,may,15,748,1,0,nonexistent,93.994,4.858,no
4841,40,blue-collar,married,basic.9y,unknown,no,may,3,486,2,0,nonexistent,93.994,4.858,no
4842,29,blue-collar,married,basic.9y,no,yes,may,25,492,1,0,nonexistent,93.994,4.858,no
4843,52,retired,divorced,basic.4y,no,yes,may,13,485,1,0,nonexistent,93.994,4.858,no
4844,36,technician,married,university.degree,no,yes,may,26,197,2,0,nonexistent,93.994,4.858,no
4845,29,blue-collar,married,basic.9y,no,no,may,13,304,1,0,nonexistent,93.994,4.858,no
4846,46,entrepreneur,married,professional.course,no,yes,may,8,51,2,0,nonexistent,93.994,4.858,no
4847,58,blue-collar,married,high.school,no,yes,may,9,836,12,0,nonexistent,93.994,4.858,no
4848,45,blue-collar,married,basic.9y,unknown,no,may,11,394,2,0,nonexistent,93.994,4.858,no
4849,53,unknown,married,high.school,unknown,yes,may,21,125,1,0,nonexistent,93.994,4.858,no
4850,57,technician,married,high.school,no,no,may,14,315,1,0,nonexistent,93.994,4.858,no
4851,46,housemaid,married,basic.4y,no,no,may,2,506,2,0,nonexistent,93.994,4.858,yes
4852,40,technician,married,professional.course,unknown,no,may,7,288,1,0,nonexistent,93.994,4.858,no
4853,37,admin.,divorced,high.school,unknown,yes,may,22,354,5,0,nonexistent,93.994,4.858,no
4854,31,technician,married,professional.course,no,unknown,may,9,154,4,0,nonexistent,93.994,4.858,no
4855,29,blue-collar,married,high.school,no,yes,may,14,184,2,0,nonexistent,93.994,4.858,no
4856,33,admin.,married,university.degree,no,yes,may,14,563,2,0,nonexistent,93.994,4.858,no
4857,35,technician,married,professional.course,no,no,may,12,450,1,0,nonexistent,93.994,4.858,no
4858,47,admin.,married,university.degree,no,yes,may,17,34,3,0,nonexistent,93.994,4.858,no
4859,26,blue-collar,single,basic.4y,no,yes,may,10,371,1,0,nonexistent,93.994,4.858,no
4860,34,blue-collar,married,professional.course,no,yes,may,1,518,1,0,nonexistent,93.994,4.858,no
4861,38,admin.,married,university.degree,no,no,may,19,111,4,0,nonexistent,93.994,4.858,no
4862,46,admin.,divorced,university.degree,no,yes,may,18,176,4,0,nonexistent,93.994,4.858,no
4863,26,blue-collar,single,basic.4y,no,yes,may,26,196,1,0,nonexistent,93.994,4.858,no
4864,30,blue-collar,married,high.school,no,yes,may,6,85,1,0,nonexistent,93.994,4.858,no
4865,35,blue-collar,married,basic.9y,unknown,no,may,9,91,2,0,nonexistent,93.994,4.858,no
4866,40,services,divorced,high.school,no,no,may,26,172,2,0,nonexistent,93.994,4.858,no
4867,30,blue-collar,married,basic.9y,no,no,may,10,252,2,0,nonexistent,93.994,4.858,no
4868,30,technician,married,professional.course,no,yes,may,21,265,1,0,nonexistent,93.994,4.858,no
4869,35,technician,married,university.degree,unknown,no,may,4,899,1,0,nonexistent,93.994,4.858,no
4870,36,blue-collar,married,basic.9y,unknown,yes,may,10,588,2,0,nonexistent,93.994,4.858,no
4871,27,blue-collar,single,high.school,no,no,may,24,393,1,0,nonexistent,93.994,4.858,no
4872,32,technician,single,university.degree,unknown,no,may,7,857,1,0,nonexistent,93.994,4.858,yes
4873,26,services,divorced,basic.6y,no,yes,may,26,205,2,0,nonexistent,93.994,4.858,no
4874,43,admin.,married,high.school,no,unknown,may,10,164,2,0,nonexistent,93.994,4.858,no
4875,30,management,married,university.degree,no,unknown,may,14,178,1,0,nonexistent,93.994,4.858,no
4876,33,technician,single,university.degree,no,no,may,2,127,1,0,nonexistent,93.994,4.858,no
4877,50,unemployed,married,high.school,no,no,may,9,38,12,0,nonexistent,93.994,4.858,no
4878,38,technician,married,professional.course,no,no,may,2,127,2,0,nonexistent,93.994,4.858,no
4879,36,unknown,single,basic.6y,unknown,yes,may,22,660,1,0,nonexistent,93.994,4.858,no
4880,25,blue-collar,single,basic.4y,no,yes,may,26,1681,1,0,nonexistent,93.994,4.858,yes
4881,35,technician,married,high.school,no,no,may,30,208,3,0,nonexistent,93.994,4.858,no
4882,42,self-employed,married,university.degree,no,no,may,26,518,2,0,nonexistent,93.994,4.858,no
4883,55,retired,married,basic.4y,unknown,yes,may,4,316,1,0,nonexistent,93.994,4.858,no
4884,29,technician,single,university.degree,no,no,may,2,171,1,0,nonexistent,93.994,4.858,no
4885,29,admin.,single,basic.9y,unknown,no,may,24,272,1,0,nonexistent,93.994,4.858,no
4886,38,blue-collar,married,professional.course,no,yes,may,17,143,2,0,nonexistent,93.994,4.858,no
4887,45,blue-collar,divorced,basic.9y,no,yes,may,13,572,1,0,nonexistent,93.994,4.858,no
4888,30,admin.,married,university.degree,no,no,may,20,573,1,0,nonexistent,93.994,4.858,no
4889,58,admin.,divorced,university.degree,no,yes,may,16,244,1,0,nonexistent,93.994,4.858,no
4890,51,entrepreneur,married,basic.4y,unknown,yes,may,5,384,3,0,nonexistent,93.994,4.858,no
4891,39,technician,divorced,professional.course,no,no,may,10,240,3,0,nonexistent,93.994,4.858,no
4892,44,unemployed,divorced,high.school,unknown,yes,may,27,269,2,0,nonexistent,93.994,4.858,no
4893,25,blue-collar,married,basic.9y,unknown,yes,may,15,488,1,0,nonexistent,93.994,4.858,no
4894,30,management,single,university.degree,no,yes,may,17,83,1,0,nonexistent,93.994,4.858,no
4895,46,admin.,married,high.school,no,yes,may,22,100,4,0,nonexistent,93.994,4.858,no
4896,34,blue-collar,married,basic.6y,unknown,yes,may,17,811,2,0,nonexistent,93.994,4.858,no
4897,57,management,married,basic.9y,no,no,may,28,890,26,0,nonexistent,93.994,4.858,no
4898,47,blue-collar,divorced,basic.9y,unknown,no,may,8,159,2,0,nonexistent,93.994,4.858,no
4899,45,admin.,divorced,university.degree,no,no,may,30,681,3,0,nonexistent,93.994,4.858,yes
4900,36,technician,married,basic.9y,no,no,may,22,443,2,0,nonexistent,93.994,4.858,no
4901,45,blue-collar,divorced,basic.9y,no,no,may,19,1162,2,0,nonexistent,93.994,4.858,no
4902,56,entrepreneur,married,university.degree,no,no,may,17,1697,2,0,nonexistent,93.994,4.858,yes
4903,28,blue-collar,single,basic.6y,no,no,may,24,244,2,0,nonexistent,93.994,4.858,no
4904,30,admin.,single,high.school,no,no,may,15,860,2,0,nonexistent,93.994,4.858,yes
4905,49,housemaid,divorced,basic.6y,no,yes,may,9,295,1,0,nonexistent,93.994,4.858,no
4906,44,technician,married,high.school,unknown,yes,may,27,139,2,0,nonexistent,93.994,4.858,no
4907,60,retired,married,professional.course,unknown,no,may,5,280,5,0,nonexistent,93.994,4.858,no
4908,26,admin.,married,basic.9y,no,yes,may,15,86,2,0,nonexistent,93.994,4.858,no
4909,38,technician,married,professional.course,no,no,may,19,154,2,0,nonexistent,93.994,4.858,no
4910,58,technician,married,professional.course,unknown,no,may,4,113,2,0,nonexistent,93.994,4.858,no
4911,29,admin.,single,basic.9y,unknown,yes,may,23,83,2,0,nonexistent,93.994,4.858,no
4912,49,technician,divorced,university.degree,unknown,yes,may,5,297,8,0,nonexistent,93.994,4.858,no
4913,48,management,married,university.degree,no,unknown,may,16,291,2,0,nonexistent,93.994,4.858,no
4914,37,self-employed,married,high.school,no,no,may,23,394,2,0,nonexistent,93.994,4.858,no
